Time,NPS score,User id
2016-03-06,8,786
2016-03-06,8,394
2016-03-06,9,939
2016-03-06,9,446
2016-03-06,9,400
2016-03-06,9,785
2016-03-06,10,206
2016-03-06,6,470
2016-03-06,8,35
2016-03-06,7,361
2016-03-06,6,235
2016-03-06,8,607
2016-03-06,9,420
2016-03-06,7,867
2016-03-06,8,824
2016-03-06,8,736
2016-03-06,7,589
2016-03-06,9,845
2016-03-06,7,311
2016-03-06,9,31
2016-03-07,7,232
2016-03-07,8,20
2016-03-07,8,953
2016-03-07,10,451
2016-03-07,5,121
2016-03-07,7,211
2016-03-07,6,237
2016-03-07,10,845
2016-03-07,7,114
2016-03-07,5,914
2016-03-07,8,150
2016-03-07,10,239
2016-03-07,9,961
2016-03-07,9,790
2016-03-07,7,103
2016-03-07,7,36
2016-03-07,10,27
2016-03-07,9,765
2016-03-07,8,640
2016-03-08,7,958
2016-03-08,8,238
2016-03-08,8,456
2016-03-08,5,180
2016-03-08,6,670
2016-03-08,9,881
2016-03-08,5,79
2016-03-08,7,887
2016-03-08,9,91
2016-03-08,8,501
2016-03-08,9,906
2016-03-08,9,340
2016-03-08,9,390
2016-03-08,7,912
2016-03-08,9,739
2016-03-08,7,953
2016-03-09,9,714
2016-03-09,9,396
2016-03-09,6,723
2016-03-09,9,105
2016-03-09,6,610
2016-03-09,8,357
2016-03-09,7,130
2016-03-09,9,653
2016-03-09,10,76
2016-03-09,7,200
2016-03-09,10,563
2016-03-09,7,961
2016-03-09,9,53
2016-03-09,7,857
2016-03-09,9,280
2016-03-09,9,733
2016-03-09,8,63
2016-03-09,7,267
2016-03-09,8,56
2016-03-09,9,790
2016-03-10,5,523
2016-03-10,8,277
2016-03-10,6,234
2016-03-10,9,592
2016-03-10,5,78
2016-03-10,5,700
2016-03-10,6,257
2016-03-10,8,550
2016-03-10,9,87
2016-03-10,6,874
2016-03-10,6,112
2016-03-10,7,267
2016-03-10,8,117
2016-03-10,10,807
2016-03-10,6,750
2016-03-10,9,575
2016-03-10,8,49
2016-03-10,8,988
2016-03-10,6,581
2016-03-10,10,699
2016-03-11,10,55
2016-03-11,6,150
2016-03-11,6,728
2016-03-11,7,113
2016-03-11,9,373
2016-03-11,7,710
2016-03-11,5,698
2016-03-11,9,509
2016-03-11,8,434
2016-03-11,10,239
2016-03-11,10,648
2016-03-11,9,976
2016-03-11,7,466
2016-03-11,7,190
2016-03-11,9,338
2016-03-11,8,802
2016-03-11,8,279
2016-03-11,10,192
2016-03-11,8,305
2016-03-12,7,416
2016-03-12,7,463
2016-03-12,6,527
2016-03-12,9,677
2016-03-12,9,717
2016-03-12,6,704
2016-03-12,7,904
2016-03-12,7,396
2016-03-12,7,611
2016-03-12,6,424
2016-03-12,5,427
2016-03-12,8,440
2016-03-12,10,740
2016-03-12,8,356
2016-03-12,7,551
2016-03-12,6,946
2016-03-12,6,367
2016-03-12,6,87
2016-03-12,6,63
2016-03-12,7,881
2016-03-12,8,23
2016-03-13,8,962
2016-03-13,7,470
2016-03-13,6,148
2016-03-13,5,919
2016-03-13,9,90
2016-03-13,10,809
2016-03-13,8,710
2016-03-13,7,197
2016-03-13,5,506
2016-03-13,8,739
2016-03-13,7,489
2016-03-13,7,949
2016-03-13,5,802
2016-03-13,10,797
2016-03-13,9,431
2016-03-13,8,430
2016-03-14,5,820
2016-03-14,10,5
2016-03-14,6,233
2016-03-14,10,183
2016-03-14,9,177
2016-03-14,7,472
2016-03-14,6,809
2016-03-14,7,728
2016-03-14,7,613
2016-03-14,6,373
2016-03-14,10,608
2016-03-14,10,206
2016-03-14,9,278
2016-03-14,6,583
2016-03-14,9,422
2016-03-14,7,726
2016-03-14,5,214
2016-03-14,10,418
2016-03-14,7,284
2016-03-14,7,349
2016-03-14,10,370
2016-03-14,7,283
2016-03-14,7,526
2016-03-15,9,451
2016-03-15,10,554
2016-03-15,8,612
2016-03-15,5,982
2016-03-15,5,780
2016-03-15,6,741
2016-03-15,8,289
2016-03-15,8,685
2016-03-15,6,832
2016-03-15,5,175
2016-03-15,6,758
2016-03-15,5,310
2016-03-15,6,158
2016-03-15,8,649
2016-03-15,7,273
2016-03-15,9,890
2016-03-15,7,918
2016-03-15,10,283
2016-03-15,7,196
2016-03-15,7,159
2016-03-16,9,494
2016-03-16,9,49
2016-03-16,8,916
2016-03-16,10,129
2016-03-16,9,77
2016-03-16,8,120
2016-03-16,8,879
2016-03-16,8,242
2016-03-16,7,61
2016-03-16,7,3
2016-03-16,8,319
2016-03-16,9,620
2016-03-16,10,662
2016-03-16,7,198
2016-03-16,5,606
2016-03-16,8,642
2016-03-16,7,495
2016-03-16,6,921
2016-03-16,5,702
2016-03-16,10,174
2016-03-16,5,888
2016-03-17,5,155
2016-03-17,9,968
2016-03-17,8,422
2016-03-17,9,452
2016-03-17,7,42
2016-03-17,7,558
2016-03-17,5,407
2016-03-17,10,920
2016-03-17,6,270
2016-03-17,7,838
2016-03-17,8,671
2016-03-17,8,437
2016-03-17,6,805
2016-03-17,6,725
2016-03-17,10,756
2016-03-17,6,417
2016-03-17,5,910
2016-03-17,6,434
2016-03-18,6,555
2016-03-18,8,689
2016-03-18,9,3
2016-03-18,9,37
2016-03-18,8,525
2016-03-18,7,30
2016-03-18,8,443
2016-03-18,7,288
2016-03-18,9,216
2016-03-18,5,223
2016-03-18,9,894
2016-03-18,8,487
2016-03-18,5,418
2016-03-18,10,590
2016-03-18,6,382
2016-03-18,5,663
2016-03-18,7,621
2016-03-19,9,424
2016-03-19,8,645
2016-03-19,8,109
2016-03-19,8,277
2016-03-19,6,5
2016-03-19,9,804
2016-03-19,5,244
2016-03-19,7,678
2016-03-19,8,793
2016-03-19,8,785
2016-03-19,7,982
2016-03-19,5,987
2016-03-19,9,80
2016-03-19,7,303
2016-03-19,7,137
2016-03-19,8,238
2016-03-19,8,730
2016-03-19,9,548
2016-03-19,6,62
2016-03-19,10,771
2016-03-20,7,785
2016-03-20,8,22
2016-03-20,5,509
2016-03-20,7,793
2016-03-20,10,467
2016-03-20,8,280
2016-03-20,7,766
2016-03-20,10,326
2016-03-20,5,704
2016-03-20,9,528
2016-03-20,8,412
2016-03-20,5,985
2016-03-20,9,527
2016-03-20,7,296
2016-03-20,8,488
2016-03-20,6,530
2016-03-20,8,659
2016-03-20,7,560
2016-03-20,6,612
2016-03-20,8,247
2016-03-21,10,332
2016-03-21,7,840
2016-03-21,8,499
2016-03-21,6,672
2016-03-21,10,758
2016-03-21,5,939
2016-03-21,7,464
2016-03-21,6,182
2016-03-21,8,816
2016-03-21,9,65
2016-03-21,7,886
2016-03-21,7,431
2016-03-21,6,369
2016-03-21,10,147
2016-03-21,10,160
2016-03-21,6,500
2016-03-21,9,189
2016-03-21,6,170
2016-03-22,6,491
2016-03-22,5,56
2016-03-22,7,757
2016-03-22,8,373
2016-03-22,6,896
2016-03-22,7,628
2016-03-22,8,203
2016-03-22,5,99
2016-03-22,9,13
2016-03-22,6,479
2016-03-22,6,385
2016-03-22,7,34
2016-03-22,6,778
2016-03-22,7,309
2016-03-22,6,544
2016-03-23,8,463
2016-03-23,8,722
2016-03-23,6,306
2016-03-23,6,122
2016-03-23,7,66
2016-03-23,9,507
2016-03-23,6,794
2016-03-23,6,235
2016-03-23,8,580
2016-03-23,8,460
2016-03-23,9,915
2016-03-23,8,860
2016-03-23,6,504
2016-03-23,10,179
2016-03-23,6,464
2016-03-23,9,150
2016-03-23,5,780
2016-03-23,8,860
2016-03-23,5,125
2016-03-23,9,279
2016-03-24,8,120
2016-03-24,9,728
2016-03-24,5,970
2016-03-24,8,29
2016-03-24,6,397
2016-03-24,10,980
2016-03-24,8,145
2016-03-24,9,758
2016-03-24,10,167
2016-03-24,9,844
2016-03-24,9,232
2016-03-24,8,603
2016-03-24,5,73
2016-03-24,7,766
2016-03-24,10,765
2016-03-24,10,686
2016-03-24,8,483
2016-03-24,5,416
2016-03-24,9,882
2016-03-24,9,705
2016-03-24,8,306
2016-03-25,6,46
2016-03-25,9,19
2016-03-25,8,656
2016-03-25,5,507
2016-03-25,10,807
2016-03-25,7,4
2016-03-25,8,488
2016-03-25,10,361
2016-03-25,9,979
2016-03-25,9,766
2016-03-25,6,294
2016-03-25,5,957
2016-03-25,9,520
2016-03-25,5,246
2016-03-25,5,119
2016-03-26,7,985
2016-03-26,6,145
2016-03-26,7,923
2016-03-26,8,727
2016-03-26,8,219
2016-03-26,6,66
2016-03-26,6,652
2016-03-26,8,574
2016-03-26,9,540
2016-03-26,9,704
2016-03-26,9,291
2016-03-26,10,921
2016-03-26,8,718
2016-03-26,9,96
2016-03-26,7,800
2016-03-26,6,397
2016-03-27,7,487
2016-03-27,8,320
2016-03-27,10,218
2016-03-27,5,397
2016-03-27,9,794
2016-03-27,6,95
2016-03-27,9,91
2016-03-27,10,559
2016-03-27,6,349
2016-03-27,8,773
2016-03-27,10,536
2016-03-27,7,64
2016-03-27,10,863
2016-03-27,9,204
2016-03-27,8,275
2016-03-27,6,769
2016-03-27,7,581
2016-03-27,9,443
2016-03-27,9,505
2016-03-27,7,172
2016-03-28,8,893
2016-03-28,7,980
2016-03-28,6,549
2016-03-28,7,872
2016-03-28,7,969
2016-03-28,10,106
2016-03-28,5,723
2016-03-28,6,625
2016-03-28,9,469
2016-03-28,6,150
2016-03-28,6,835
2016-03-28,9,205
2016-03-28,9,493
2016-03-28,7,724
2016-03-28,8,216
2016-03-28,9,150
2016-03-28,10,976
2016-03-28,7,661
2016-03-28,7,46
2016-03-28,7,18
2016-03-28,8,775
2016-03-28,5,152
2016-03-29,5,175
2016-03-29,5,75
2016-03-29,8,676
2016-03-29,10,603
2016-03-29,8,470
2016-03-29,7,352
2016-03-29,9,540
2016-03-29,7,967
2016-03-29,8,51
2016-03-29,7,703
2016-03-29,7,709
2016-03-29,7,788
2016-03-29,10,574
2016-03-29,9,977
2016-03-29,6,728
2016-03-29,6,826
2016-03-29,9,978
2016-03-29,9,535
2016-03-29,6,290
2016-03-29,6,72
2016-03-29,8,846
2016-03-29,9,270
2016-03-29,10,159
2016-03-30,9,59
2016-03-30,9,735
2016-03-30,8,836
2016-03-30,6,637
2016-03-30,6,697
2016-03-30,9,493
2016-03-30,5,156
2016-03-30,5,915
2016-03-30,6,424
2016-03-30,7,715
2016-03-30,5,285
2016-03-30,7,401
2016-03-30,8,245
2016-03-30,8,109
2016-03-30,6,471
2016-03-30,6,827
2016-03-30,9,195
2016-03-30,8,612
2016-03-30,8,719
2016-03-31,7,628
2016-03-31,8,987
2016-03-31,7,626
2016-03-31,10,387
2016-03-31,8,730
2016-03-31,9,39
2016-03-31,5,792
2016-03-31,6,199
2016-03-31,5,527
2016-03-31,8,694
2016-03-31,8,155
2016-03-31,8,754
2016-03-31,9,382
2016-03-31,8,345
2016-03-31,9,568
2016-03-31,6,905
2016-03-31,9,584
2016-03-31,7,225
2016-03-31,8,563
2016-03-31,8,483
2016-04-01,8,202
2016-04-01,5,954
2016-04-01,7,838
2016-04-01,6,608
2016-04-01,5,773
2016-04-01,5,439
2016-04-01,5,846
2016-04-01,9,350
2016-04-01,10,231
2016-04-01,8,461
2016-04-01,5,795
2016-04-01,7,708
2016-04-01,7,925
2016-04-01,8,251
2016-04-02,8,677
2016-04-02,6,834
2016-04-02,8,964
2016-04-02,10,532
2016-04-02,9,694
2016-04-02,8,85
2016-04-02,8,506
2016-04-02,9,880
2016-04-02,10,688
2016-04-02,8,858
2016-04-02,6,959
2016-04-02,9,915
2016-04-02,7,871
2016-04-02,10,270
2016-04-02,6,342
2016-04-02,9,606
2016-04-03,6,341
2016-04-03,10,565
2016-04-03,9,374
2016-04-03,8,84
2016-04-03,7,482
2016-04-03,6,660
2016-04-03,10,65
2016-04-03,6,590
2016-04-03,7,472
2016-04-03,8,488
2016-04-03,10,831
2016-04-03,7,685
2016-04-03,9,690
2016-04-03,9,800
2016-04-03,7,316
2016-04-03,7,566
2016-04-03,8,854
2016-04-03,6,740
2016-04-03,9,271
2016-04-04,9,239
2016-04-04,6,249
2016-04-04,10,954
2016-04-04,5,967
2016-04-04,7,468
2016-04-04,10,360
2016-04-04,7,100
2016-04-04,8,684
2016-04-04,5,769
2016-04-04,8,709
2016-04-04,6,483
2016-04-04,10,909
2016-04-04,9,294
2016-04-04,9,575
2016-04-04,9,110
2016-04-04,7,884
2016-04-04,8,289
2016-04-04,8,704
2016-04-04,7,749
2016-04-04,6,156
2016-04-04,9,767
2016-04-04,8,938
2016-04-04,7,551
2016-04-04,7,720
2016-04-05,9,346
2016-04-05,8,38
2016-04-05,8,574
2016-04-05,6,327
2016-04-05,8,607
2016-04-05,7,763
2016-04-05,6,929
2016-04-05,9,380
2016-04-05,5,32
2016-04-05,8,532
2016-04-05,7,472
2016-04-05,8,753
2016-04-05,9,467
2016-04-05,6,720
2016-04-05,9,834
2016-04-05,8,689
2016-04-05,6,171
2016-04-05,8,853
2016-04-05,9,163
2016-04-05,6,749
2016-04-06,8,846
2016-04-06,6,624
2016-04-06,8,299
2016-04-06,9,556
2016-04-06,6,596
2016-04-06,6,785
2016-04-06,8,116
2016-04-06,9,837
2016-04-06,10,529
2016-04-06,8,613
2016-04-06,8,524
2016-04-06,5,968
2016-04-06,9,709
2016-04-06,9,652
2016-04-06,8,112
2016-04-06,10,925
2016-04-06,5,374
2016-04-06,5,65
2016-04-06,5,587
2016-04-06,6,183
2016-04-06,7,757
2016-04-06,5,868
2016-04-07,10,77
2016-04-07,10,743
2016-04-07,8,499
2016-04-07,10,836
2016-04-07,7,22
2016-04-07,6,36
2016-04-07,8,506
2016-04-07,7,828
2016-04-07,8,677
2016-04-07,8,46
2016-04-07,7,175
2016-04-07,6,659
2016-04-07,9,374
2016-04-07,8,486
2016-04-07,8,242
2016-04-07,6,590
2016-04-07,6,426
2016-04-07,6,375
2016-04-07,7,987
2016-04-07,10,801
2016-04-08,6,103
2016-04-08,7,840
2016-04-08,8,300
2016-04-08,8,89
2016-04-08,7,298
2016-04-08,7,385
2016-04-08,5,72
2016-04-08,7,308
2016-04-08,7,470
2016-04-08,7,271
2016-04-08,6,523
2016-04-08,7,814
2016-04-08,10,97
2016-04-08,8,43
2016-04-08,7,495
2016-04-08,5,440
2016-04-08,8,259
2016-04-08,7,560
2016-04-08,9,372
2016-04-08,7,202
2016-04-09,7,67
2016-04-09,7,200
2016-04-09,7,60
2016-04-09,10,121
2016-04-09,9,470
2016-04-09,10,200
2016-04-09,9,592
2016-04-09,7,175
2016-04-09,6,509
2016-04-09,7,322
2016-04-09,8,127
2016-04-09,7,505
2016-04-09,9,348
2016-04-09,5,265
2016-04-09,10,630
2016-04-09,7,569
2016-04-09,6,376
2016-04-09,9,418
2016-04-10,5,243
2016-04-10,10,997
2016-04-10,5,367
2016-04-10,9,707
2016-04-10,7,238
2016-04-10,6,391
2016-04-10,7,112
2016-04-10,9,421
2016-04-10,10,640
2016-04-10,8,311
2016-04-10,10,43
2016-04-10,6,965
2016-04-10,7,938
2016-04-10,7,139
2016-04-10,6,230
2016-04-10,7,576
2016-04-10,9,901
2016-04-10,8,415
2016-04-10,9,706
2016-04-11,10,59
2016-04-11,10,297
2016-04-11,9,646
2016-04-11,10,354
2016-04-11,10,582
2016-04-11,7,379
2016-04-11,7,444
2016-04-11,5,579
2016-04-11,6,556
2016-04-11,7,176
2016-04-11,8,149
2016-04-11,10,751
2016-04-11,9,544
2016-04-11,9,148
2016-04-11,9,928
2016-04-11,7,806
2016-04-11,6,63
2016-04-11,5,402
2016-04-11,7,567
2016-04-12,7,577
2016-04-12,8,992
2016-04-12,8,563
2016-04-12,6,921
2016-04-12,6,301
2016-04-12,6,162
2016-04-12,10,542
2016-04-12,10,194
2016-04-12,10,344
2016-04-12,7,505
2016-04-12,7,727
2016-04-12,6,869
2016-04-12,6,514
2016-04-12,7,915
2016-04-12,7,712
2016-04-12,10,268
2016-04-12,7,344
2016-04-12,6,716
2016-04-12,6,437
2016-04-12,10,313
2016-04-12,6,519
2016-04-13,6,371
2016-04-13,9,598
2016-04-13,8,139
2016-04-13,9,46
2016-04-13,7,717
2016-04-13,6,398
2016-04-13,9,761
2016-04-13,9,20
2016-04-13,6,697
2016-04-13,8,139
2016-04-13,9,993
2016-04-13,8,682
2016-04-13,7,154
2016-04-13,8,788
2016-04-13,8,320
2016-04-13,6,155
2016-04-13,9,864
2016-04-13,7,540
2016-04-13,5,353
2016-04-13,10,550
2016-04-14,8,532
2016-04-14,6,453
2016-04-14,8,933
2016-04-14,7,224
2016-04-14,5,15
2016-04-14,9,554
2016-04-14,6,824
2016-04-14,7,756
2016-04-14,5,508
2016-04-14,7,325
2016-04-14,6,303
2016-04-14,7,698
2016-04-14,10,939
2016-04-14,6,222
2016-04-14,8,779
2016-04-14,5,403
2016-04-14,8,198
2016-04-14,8,837
2016-04-14,10,848
2016-04-14,6,149
2016-04-15,5,284
2016-04-15,10,490
2016-04-15,8,984
2016-04-15,6,470
2016-04-15,9,779
2016-04-15,6,422
2016-04-15,8,278
2016-04-15,5,953
2016-04-15,6,429
2016-04-15,8,407
2016-04-15,7,337
2016-04-15,8,879
2016-04-15,9,915
2016-04-15,10,386
2016-04-15,9,632
2016-04-15,8,904
2016-04-15,8,156
2016-04-15,7,822
2016-04-15,7,219
2016-04-15,8,492
2016-04-16,8,774
2016-04-16,8,722
2016-04-16,8,862
2016-04-16,9,97
2016-04-16,7,521
2016-04-16,8,763
2016-04-16,10,156
2016-04-16,7,36
2016-04-16,7,677
2016-04-16,9,674
2016-04-16,5,312
2016-04-16,5,706
2016-04-16,8,594
2016-04-16,9,948
2016-04-16,9,755
2016-04-16,8,205
2016-04-16,6,643
2016-04-16,6,105
2016-04-16,5,675
2016-04-16,6,533
2016-04-16,8,954
2016-04-16,9,91
2016-04-17,5,141
2016-04-17,8,432
2016-04-17,5,372
2016-04-17,8,981
2016-04-17,6,266
2016-04-17,9,441
2016-04-17,7,91
2016-04-17,9,951
2016-04-17,5,346
2016-04-17,5,80
2016-04-17,6,425
2016-04-17,9,525
2016-04-17,8,709
2016-04-17,7,45
2016-04-17,7,132
2016-04-17,7,300
2016-04-17,10,373
2016-04-17,7,38
2016-04-18,7,653
2016-04-18,9,863
2016-04-18,8,372
2016-04-18,7,286
2016-04-18,7,528
2016-04-18,5,249
2016-04-18,7,900
2016-04-18,7,985
2016-04-18,6,120
2016-04-18,10,200
2016-04-18,8,139
2016-04-18,8,753
2016-04-18,7,614
2016-04-18,10,610
2016-04-18,7,835
2016-04-18,8,807
2016-04-18,8,84
2016-04-18,7,849
2016-04-18,7,367
2016-04-18,6,877
2016-04-18,10,186
2016-04-18,5,235
2016-04-18,8,187
2016-04-18,6,909
2016-04-19,7,779
2016-04-19,7,674
2016-04-19,6,104
2016-04-19,6,369
2016-04-19,9,508
2016-04-19,8,503
2016-04-19,10,976
2016-04-19,8,433
2016-04-19,6,51
2016-04-19,6,738
2016-04-19,8,919
2016-04-19,5,525
2016-04-19,10,392
2016-04-19,9,406
2016-04-19,10,130
2016-04-19,8,614
2016-04-19,8,112
2016-04-20,9,238
2016-04-20,10,936
2016-04-20,5,257
2016-04-20,5,258
2016-04-20,8,903
2016-04-20,10,606
2016-04-20,9,777
2016-04-20,6,942
2016-04-20,8,16
2016-04-20,8,896
2016-04-20,7,992
2016-04-20,8,321
2016-04-20,9,480
2016-04-20,8,177
2016-04-20,7,720
2016-04-20,5,119
2016-04-21,9,216
2016-04-21,5,355
2016-04-21,7,788
2016-04-21,4,322
2016-04-21,4,105
2016-04-21,1,620
2016-04-21,4,477
2016-04-21,2,101
2016-04-21,1,890
2016-04-21,0,348
2016-04-21,4,308
2016-04-21,3,431
2016-04-21,5,0
2016-04-21,4,254
2016-04-21,2,709
2016-04-21,3,238
2016-04-21,0,614
2016-04-21,4,111
2016-04-22,2,502
2016-04-22,2,250
2016-04-22,4,931
2016-04-22,2,57
2016-04-22,3,223
2016-04-22,0,45
2016-04-22,5,425
2016-04-22,3,697
2016-04-22,4,143
2016-04-22,5,50
2016-04-22,3,927
2016-04-22,1,807
2016-04-22,4,354
2016-04-22,4,510
2016-04-22,1,631
2016-04-22,1,589
2016-04-22,0,564
2016-04-22,1,653
2016-04-23,3,633
2016-04-23,1,991
2016-04-23,0,218
2016-04-23,4,460
2016-04-23,1,305
2016-04-23,2,630
2016-04-23,5,232
2016-04-23,4,607
2016-04-23,1,720
2016-04-23,1,414
2016-04-23,2,76
2016-04-23,0,271
2016-04-23,3,532
2016-04-23,2,875
2016-04-23,3,28
2016-04-23,5,565
2016-04-24,4,30
2016-04-24,1,751
2016-04-24,1,308
2016-04-24,3,452
2016-04-24,5,697
2016-04-24,3,201
2016-04-24,1,346
2016-04-24,5,3
2016-04-24,3,407
2016-04-24,1,488
2016-04-24,0,733
2016-04-24,1,856
2016-04-24,1,392
2016-04-24,5,765
2016-04-24,0,396
2016-04-24,1,704
2016-04-24,3,381
2016-04-24,4,977
2016-04-25,3,292
2016-04-25,4,585
2016-04-25,2,740
2016-04-25,3,642
2016-04-25,2,317
2016-04-25,4,632
2016-04-25,1,144
2016-04-25,1,564
2016-04-25,4,320
2016-04-25,3,826
2016-04-25,4,195
2016-04-25,1,249
2016-04-25,1,982
2016-04-25,3,126
2016-04-25,3,506
2016-04-25,4,7
2016-04-25,4,907
2016-04-25,4,176
2016-04-25,4,135
2016-04-25,1,377
2016-04-25,0,612
2016-04-26,4,543
2016-04-26,1,759
2016-04-26,1,656
2016-04-26,1,110
2016-04-26,4,214
2016-04-26,2,795
2016-04-26,2,936
2016-04-26,5,571
2016-04-26,2,770
2016-04-26,0,633
2016-04-26,5,92
2016-04-26,2,985
2016-04-26,4,361
2016-04-26,1,358
2016-04-26,3,744
2016-04-26,5,961
2016-04-26,0,246
2016-04-26,3,786
2016-04-26,3,210
2016-04-26,4,712
2016-04-26,3,292
2016-04-26,2,253
2016-04-27,0,949
2016-04-27,3,889
2016-04-27,2,403
2016-04-27,3,493
2016-04-27,5,948
2016-04-27,4,290
2016-04-27,1,438
2016-04-27,2,982
2016-04-27,1,930
2016-04-27,3,531
2016-04-27,1,669
2016-04-27,2,490
2016-04-27,2,130
2016-04-27,2,556
2016-04-27,1,353
2016-04-27,4,21
2016-04-27,0,766
2016-04-27,2,360
2016-04-28,3,454
2016-04-28,2,144
2016-04-28,1,140
2016-04-28,2,529
2016-04-28,3,970
2016-04-28,1,611
2016-04-28,3,604
2016-04-28,4,155
2016-04-28,1,748
2016-04-28,4,377
2016-04-28,4,389
2016-04-28,3,308
2016-04-28,3,21
2016-04-28,2,499
2016-04-28,1,528
2016-04-28,1,676
2016-04-28,2,250
2016-04-28,1,45
2016-04-29,2,794
2016-04-29,2,42
2016-04-29,4,164
2016-04-29,0,930
2016-04-29,0,762
2016-04-29,0,108
2016-04-29,2,174
2016-04-29,3,692
2016-04-29,3,723
2016-04-29,3,702
2016-04-29,5,570
2016-04-29,1,456
2016-04-29,7,295
2016-04-29,1,662
2016-04-29,4,137
2016-04-29,9,860
2016-04-30,6,143
2016-04-30,3,660
2016-04-30,3,18
2016-04-30,4,368
2016-04-30,9,278
2016-04-30,8,939
2016-04-30,7,776
2016-04-30,2,407
2016-04-30,5,904
2016-04-30,10,312
2016-04-30,3,768
2016-04-30,3,808
2016-04-30,7,766
2016-04-30,5,942
2016-04-30,2,4
2016-04-30,3,496
2016-04-30,1,408
2016-04-30,10,250
2016-04-30,3,735
2016-04-30,8,873
2016-04-30,9,665
2016-04-30,5,848
2016-04-30,7,51
2016-05-01,6,199
2016-05-01,8,99
2016-05-01,6,731
2016-05-01,3,746
2016-05-01,3,265
2016-05-01,2,953
2016-05-01,8,908
2016-05-01,4,695
2016-05-01,2,897
2016-05-01,9,507
2016-05-01,6,422
2016-05-01,4,910
2016-05-01,0,300
2016-05-01,9,536
2016-05-01,3,116
2016-05-01,9,338
2016-05-01,3,912
2016-05-02,4,806
2016-05-02,0,694
2016-05-02,6,372
2016-05-02,3,336
2016-05-02,6,309
2016-05-02,9,486
2016-05-02,9,822
2016-05-02,8,53
2016-05-02,7,96
2016-05-02,2,928
2016-05-02,7,983
2016-05-02,3,916
2016-05-02,1,279
2016-05-02,5,89
2016-05-02,6,143
2016-05-02,4,8
2016-05-02,10,879
2016-05-02,7,615
2016-05-03,8,661
2016-05-03,8,204
2016-05-03,6,823
2016-05-03,1,205
2016-05-03,4,466
2016-05-03,0,767
2016-05-03,0,446
2016-05-03,6,219
2016-05-03,1,469
2016-05-03,4,511
2016-05-03,7,437
2016-05-03,9,208
2016-05-03,1,93
2016-05-03,4,511
2016-05-03,2,128
2016-05-03,6,56
2016-05-03,9,694
2016-05-03,3,960
2016-05-03,3,557
2016-05-04,5,70
2016-05-04,2,277
2016-05-04,9,649
2016-05-04,9,647
2016-05-04,4,695
2016-05-04,4,445
2016-05-04,2,630
2016-05-04,6,292
2016-05-04,9,591
2016-05-04,4,53
2016-05-04,6,934
2016-05-04,2,5
2016-05-04,8,615
2016-05-04,2,556
2016-05-04,1,698
2016-05-04,4,158
2016-05-05,7,731
2016-05-05,4,468
2016-05-05,7,851
2016-05-05,4,650
2016-05-05,2,118
2016-05-05,10,817
2016-05-05,7,417
2016-05-05,4,161
2016-05-05,2,668
2016-05-05,0,876
2016-05-05,0,696
2016-05-05,6,871
2016-05-05,7,748
2016-05-05,4,805
2016-05-05,6,978
2016-05-05,9,808
2016-05-05,10,452
2016-05-06,1,200
2016-05-06,3,44
2016-05-06,2,634
2016-05-06,8,706
2016-05-06,4,856
2016-05-06,6,564
2016-05-06,2,893
2016-05-06,7,366
2016-05-06,4,300
2016-05-06,8,529
2016-05-06,5,343
2016-05-06,3,12
2016-05-06,9,943
2016-05-06,4,152
2016-05-06,8,146
2016-05-06,6,387
2016-05-07,4,868
2016-05-07,3,127
2016-05-07,5,211
2016-05-07,7,405
2016-05-07,4,494
2016-05-07,8,884
2016-05-07,1,81
2016-05-07,5,341
2016-05-07,9,488
2016-05-07,2,370
2016-05-07,7,231
2016-05-07,4,234
2016-05-07,3,423
2016-05-07,1,49
2016-05-07,3,641
2016-05-07,6,650
2016-05-07,4,773
2016-05-07,1,178
2016-05-07,3,957
2016-05-07,10,830
2016-05-07,7,903
2016-05-07,4,994
2016-05-07,3,473
2016-05-07,10,768
2016-05-08,0,719
2016-05-08,6,243
2016-05-08,1,544
2016-05-08,0,106
2016-05-08,4,665
2016-05-08,4,526
2016-05-08,1,922
2016-05-08,2,692
2016-05-08,2,698
2016-05-08,0,144
2016-05-08,7,785
2016-05-08,2,388
2016-05-08,6,833
2016-05-08,5,605
2016-05-08,1,94
2016-05-08,3,172
2016-05-08,0,717
2016-05-08,7,632
2016-05-08,7,91
2016-05-09,3,709
2016-05-09,9,596
2016-05-09,7,387
2016-05-09,1,564
2016-05-09,5,471
2016-05-09,2,870
2016-05-09,7,766
2016-05-09,1,639
2016-05-09,6,76
2016-05-09,6,223
2016-05-09,1,936
2016-05-09,4,577
2016-05-09,7,822
2016-05-09,2,123
2016-05-09,10,836
2016-05-09,10,153
2016-05-09,9,454
2016-05-09,6,210
2016-05-09,0,153
2016-05-10,0,834
2016-05-10,4,932
2016-05-10,9,825
2016-05-10,3,247
2016-05-10,2,24
2016-05-10,6,451
2016-05-10,7,585
2016-05-10,6,732
2016-05-10,5,196
2016-05-10,4,165
2016-05-10,0,622
2016-05-10,6,818
2016-05-10,8,747
2016-05-10,3,963
2016-05-10,2,644
2016-05-10,2,209
2016-05-10,9,895
2016-05-11,9,278
2016-05-11,10,655
2016-05-11,5,154
2016-05-11,1,873
2016-05-11,6,277
2016-05-11,10,651
2016-05-11,8,401
2016-05-11,7,109
2016-05-11,1,816
2016-05-11,1,201
2016-05-11,7,42
2016-05-11,9,964
2016-05-11,6,361
