,L1,L2,Attendance,Weather,PitchCondition
17004,1.326540737,1.084052384,1,3,1
17005,1.156018273,1.409865924,1,13,1
17006,1.445157753,1.279666756,1,2,1
17007,1.49129866,0.74689029,1,2,1
17008,1.011979706,1.3295284,1,2,1
17009,1.283511507,1.16677782,1,2,1
17010,1.453988823,0.9733433,1,4,1
17011,0.821794126,1.781376703,3,3,7
17012,1.47118706,1.00823667,1,2,1
17013,1.617653318,0.806218537,1,2,1
17014,1.42429745,0.98869025,1,2,2
17015,1.559569553,1.047103306,1,2,1
17016,1.399448253,1.112475345,1,2,5
17017,2.064386406,0.824346885,1,3,1
17018,1.358739012,1.106392146,1,3,1
17019,1.017037622,1.538322143,1,2,1
17020,1.36142024,1.130805433,1,4,3
17021,1.579647492,0.994559368,1,2,1
17022,1.240772669,1.004280814,1,2,1
17023,1.419761454,0.910467787,1,4,4
17024,1.717373863,0.613739909,1,1,2
17025,1.617906016,0.753669465,4,5,2
17026,0.563572642,1.572647691,1,2,1
17027,2.060092689,0.646063837,1,13,1
17028,1.765513206,0.697555463,3,19,1
17029,1.492809241,0.865440435,4,1,1
17030,1.128857071,1.130308306,1,2,1
17031,1.912544763,0.691172458,1,4,1
17032,1.115188687,0.972457045,1,2,7
17033,0.844571876,1.555894969,3,2,1
17034,0.679168252,1.972675995,1,2,1
17035,1.224051589,1.10018886,1,3,1
17036,1.511197047,1.039399172,1,2,1
17037,1.726606869,0.800704234,4,3,1
17038,0.806088759,1.508144221,3,2,1
17039,1.237766954,1.045940545,2,3,2
17040,2.235241297,0.512368154,1,3,1
17041,1.204674534,0.955738541,1,1,1
17042,1.426167831,0.982819986,1,3,1
17043,1.618154176,1.058332135,1,3,1
17044,1.607859666,0.753125164,1,6,5
17045,1.915972076,0.659466449,1,4,1
17046,1.486217422,0.941163949,1,2,1
17047,1.708251957,0.598760378,2,3,1
17048,1.258386675,0.963186535,1,2,1
17049,0.893986406,1.470998651,1,2,2
17050,2.072787532,0.565961783,1,4,3
17051,1.283540796,1.061374023,1,13,5
17052,1.414282167,1.29873408,1,3,5
17053,2.449863058,0.627175849,1,3,1
17054,1.217018907,1.107448092,1,3,5
17055,1.850250736,0.839444272,3,3,1
17056,2.063733609,0.620998323,3,2,1
17057,2.273370083,0.592637309,1,2,1
17058,1.575495537,0.717192598,1,4,3
17059,1.269605257,1.19757013,1,2,1
17060,1.023831715,1.362003062,1,2,2
17061,1.861829816,0.573585621,1,4,1
17062,1.162110932,0.917115762,1,2,1
17063,1.800883048,0.876993202,3,2,1
17064,1.266591857,1.311216636,1,2,7
17065,1.66392356,0.840157465,1,2,1
17066,2.190709614,0.584099833,1,2,2
17067,1.21091582,1.174816163,1,2,1
17068,1.122164038,1.161428879,1,2,1
17069,1.473703459,0.993808198,4,4,8
17070,1.274559231,1.011889371,1,4,3
17071,1.666101171,0.743081875,1,2,1
17072,1.367330566,1.06700397,1,7,3
17073,0.76955303,1.39120487,1,19,1
17074,2.264940017,0.717218369,3,3,1
17075,1.546603489,0.938799323,1,13,5
17076,1.729602594,1.003497028,1,3,1
17077,1.730928116,1.007858344,3,19,1
17078,0.720378482,1.585474757,3,2,1
17079,1.850166468,0.907162135,1,2,1
17080,1.315120614,1.001042487,1,2,1
17081,0.719029481,1.673109516,3,2,1
17082,1.594046719,0.94895416,1,2,5
17083,1.038249453,1.470114855,1,19,5
17084,1.445848858,0.951479889,1,3,5
17085,1.500572804,1.15685072,3,9,1
17086,1.226165088,1.230202122,1,3,1
17087,2.154047313,0.612488118,3,5,3
17088,1.661630935,0.877151048,1,4,3
17089,1.423785206,0.994045189,1,4,3
17090,0.896629735,1.576433625,3,1,1
17091,2.176450286,0.645545158,1,11,2
17092,2.200570149,0.61109061,3,19,1
17093,2.043327073,0.575928603,3,3,1
17094,1.35647155,1.016753264,1,3,1
17095,1.398407952,1.06568278,1,2,1
17096,1.176242183,0.966582386,1,2,1
17097,1.142492278,1.160811441,1,2,1
17098,1.905394188,0.756227427,3,2,2
17099,1.734267285,0.777328501,1,13,5
17100,1.22983642,1.139351661,1,13,5
17101,1.068520137,1.39824243,1,3,1
17102,1.198074043,1.249219504,1,19,1
17103,1.548125959,1.085978646,1,3,1
17104,1.481332345,1.300999463,1,2,1
17105,1.426891878,1.426882927,1,6,1
17106,1.724790111,0.782325996,1,2,7
17107,1.260628422,1.126406297,3,3,1
17108,1.844225586,0.580410544,3,3,2
17109,1.749607135,0.756068065,1,3,1
17110,1.169563886,1.042334981,3,3,2
17111,1.332466367,1.02813355,1,2,1
17112,1.120801228,1.193135404,1,5,1
17113,1.500800462,1.055132503,4,3,1
17114,1.40376303,1.002595089,1,2,1
17115,0.863383988,1.231714423,3,2,1
17116,0.767940381,1.659352871,1,3,2
17117,0.964120751,1.51524488,3,2,2
17118,0.855576478,1.633172856,1,9,2
17119,2.672791403,0.496948028,1,1,3
17120,1.422309609,0.911639718,1,3,1
17121,0.858401767,1.502320206,2,3,1
17122,1.002810906,1.286629059,1,2,1
17123,0.730677311,1.64320881,2,3,1
17124,1.152967578,1.215388511,1,2,1
17125,1.984509888,0.598578398,1,3,1
17126,1.285870306,1.072770089,1,2,1
17127,1.269642776,1.046817915,1,4,1
17128,1.400978876,1.032075048,1,3,1
17129,1.183582296,1.207223495,1,3,1
17130,1.684578261,1.038036362,1,19,2
17131,1.940249284,0.513757908,1,4,2
17132,1.079123074,1.196847753,1,2,1
17133,0.663712787,1.809693434,3,2,4
17134,1.398247655,1.087905411,1,4,3
17135,1.90084779,0.57946933,1,7,3
17136,1.368184032,1.160516012,1,13,1
17137,1.425672727,1.01516936,1,3,1
17138,1.566721173,1.055592008,1,2,5
17139,1.473410633,0.97699349,1,3,5
17140,1.195616002,1.140740702,1,2,5
17141,1.322478896,0.944186571,1,2,1
17142,1.706027188,0.745485635,3,2,3
17143,0.873895915,1.738606365,3,19,5
17144,1.163020287,1.254553584,1,3,5
17145,1.244084273,1.197830744,1,3,5
17146,2.051323746,0.572023374,3,2,1
17147,1.326042491,1.012933625,1,2,2
17148,1.225665425,1.068452597,3,2,1
17149,1.227924998,0.953929698,1,8,1
17150,2.288604299,0.427807353,1,2,1
17151,1.384180763,1.199424541,1,2,1
17152,1.792405888,0.790060251,3,3,1
17153,1.430062651,1.187487072,1,3,1
17154,1.608357821,0.844111631,3,3,1
17155,0.648424174,1.458272398,3,9,1
17156,1.032861862,1.187742699,1,13,1
17157,1.636363254,0.998471999,3,3,1
17158,1.506372467,1.181452487,1,3,1
17159,1.419649002,1.216694121,1,13,5
17160,1.396266266,1.102608384,1,13,1
17161,1.146609766,1.343350714,3,6,5
17162,0.99514143,1.490788471,3,3,1
17163,1.368615606,1.068072647,1,2,1
17164,1.384400693,0.815822565,1,3,1
17165,1.583775478,1.019110746,1,3,1
17166,1.432814552,1.162505748,1,13,1
17167,1.348347488,1.096571939,1,19,1
17168,1.395319984,1.00045191,1,3,1
17169,1.522702194,0.954668964,1,9,2
17170,1.496031477,1.152749748,1,9,5
17171,1.248770114,1.052533874,2,3,2
17172,1.689307926,0.929676326,1,13,3
17173,1.518963805,1.159617908,1,2,5
17174,0.784186415,1.691479719,3,13,1
17175,1.929425415,0.747929684,1,13,3
17176,1.673845387,0.855581326,1,13,5
17177,1.681310524,0.846100949,1,3,1
17178,0.846163273,1.596851563,3,3,1
17179,1.400006211,1.004096462,1,3,1
17180,1.501667758,1.04037273,1,2,5
17181,1.737832019,0.826492746,1,3,5
17182,1.509294982,1.028393717,1,2,1
17183,2.110596496,0.528209286,1,2,2
17184,0.942652652,1.41748208,1,3,1
17185,1.698108188,0.94160048,1,2,1
17186,1.083160371,1.118919954,3,2,1
17187,1.500159003,1.052127509,1,2,1
17188,1.156223332,1.17269974,1,2,1
17189,1.371645371,0.935612314,3,2,2
17190,1.304896136,0.983593038,1,2,2
17191,1.923674936,0.781906391,1,3,2
17192,1.245346658,1.175689078,1,4,1
17193,1.068925842,1.172607273,1,2,2
17194,0.872099904,1.479000195,3,3,1
17195,1.302816364,0.944956893,1,3,1
17196,1.31394216,0.916259066,1,2,2
17197,1.642116279,0.870853151,1,3,1
17198,1.33310905,0.90154777,1,3,1
17199,1.406876025,0.991303528,1,2,1
17200,0.946875897,1.343875863,3,4,3
17201,1.744701725,0.852914097,3,3,2
17202,1.344793346,1.288543147,1,2,1
17203,1.406739742,1.135823613,1,2,2
17204,1.581776495,1.073364669,1,3,1
17205,0.864004429,1.62396769,1,19,5
17206,1.141126619,1.208273777,1,2,1
17207,1.060176488,1.220126938,1,3,1
17208,1.36582723,0.952290977,1,2,1
17209,1.938249065,0.578209229,1,3,1
17210,1.489187326,0.963541567,1,2,1
17211,1.281337022,1.131370574,1,3,1
17212,1.298755355,1.079197724,1,1,2
17213,1.557232999,0.881477159,1,13,5
17214,1.691018609,0.798984496,1,2,1
17215,1.050758189,1.235383172,1,3,1
17216,1.556029689,1.013655689,4,3,1
17217,1.236351809,1.129427204,1,3,1
17218,1.740437923,0.649836562,1,13,5
17219,1.368002738,0.918457578,1,3,1
17220,1.938904733,0.759920404,3,3,1
17221,1.700284618,1.004629246,1,2,5
17222,1.802429068,0.993959859,4,3,2
17223,1.331322377,0.928903406,3,4,3
17224,1.383465213,0.998588674,3,3,5
17225,1.355918086,0.888798591,1,19,1
17226,1.430096862,1.02557881,1,7,5
17227,1.553144095,0.890064755,1,3,1
17228,1.451184661,0.992796663,1,3,1
17229,0.8430219,1.503831674,1,2,1
17230,1.53634618,0.963241984,1,3,1
17231,1.344234866,1.259760755,1,3,1
17232,1.217568382,1.310343768,1,13,5
17233,1.666317613,0.862214519,1,3,5
17234,1.755540511,0.938823528,1,3,1
17235,1.751741499,0.84847368,1,13,3
17236,1.395122295,1.021031123,1,3,5
17237,0.673297341,1.565369551,2,2,1
17238,0.857224577,1.758096572,3,2,1
17239,1.174308644,1.077630774,1,2,1
17240,1.281198999,1.120360342,1,19,1
17241,1.01691587,1.514137303,1,7,5
17242,2.041975349,0.649681398,1,4,3
17243,0.861505143,1.60119721,1,2,1
17244,2.141783063,0.49988627,1,2,2
17245,1.127541948,1.305146701,1,4,3
17246,0.758164304,1.628457487,1,2,1
17247,1.38268809,0.901505755,1,3,1
17248,1.726240341,0.788850433,4,3,1
17249,1.534372923,0.889684496,1,2,1
17250,1.512720407,0.950361276,3,2,1
17251,1.59745011,0.907929947,1,2,1
17252,1.077114592,1.263690362,1,2,1
17253,1.30801316,1.001788018,1,4,3
17254,1.331235012,1.007872109,1,2,8
17255,1.41749776,0.885232726,1,3,1
17256,1.127268248,1.087557218,1,2,1
17257,1.232188307,1.040011511,1,3,1
17258,1.453763658,0.928177729,1,2,3
17259,1.982459722,0.580906008,2,13,5
17260,1.172611644,1.3072391,1,2,5
17261,1.098937989,1.214517607,1,19,1
17262,1.091439649,1.351032362,1,13,5
17263,2.299929607,0.70878178,1,13,1
17264,1.517988979,0.911373422,3,3,1
17265,1.734641111,0.769762781,1,2,5
17266,1.311375647,1.65183472,1,6,1
17267,2.718213171,0.785607982,1,5,6
17268,1.994444045,1.109707767,3,2,6
17269,0.86264679,2.447977528,1,1,7
17270,2.291037337,0.976244468,4,2,6
17271,1.01084492,1.971576989,3,2,6
17272,2.686203208,0.629951026,2,2,1
17273,2.372798262,1.026133495,1,2,1
17274,2.046792199,0.783627592,2,2,1
17275,1.42780946,1.35271663,1,2,6
17276,2.245889805,1.097746817,1,4,1
17277,2.047253413,1.392409948,1,2,6
17278,1.158265198,1.875048957,3,4,3
17279,2.027165194,1.083232176,1,2,2
17280,1.951446568,1.361861058,1,5,7
17281,1.465557749,1.291171432,1,5,6
17282,2.485044381,0.837787154,2,2,6
17283,1.586698201,1.611353486,1,5,6
17284,1.885170484,1.165640861,3,5,6
17285,1.894275106,0.968233988,1,2,6
17286,1.54412557,1.398041392,1,21,11
17287,2.146684066,1.050338693,2,2,1
17288,2.146510981,0.964464242,1,5,6
17289,2.482740741,0.949529258,2,4,6
17290,1.478465837,1.306886887,1,2,5
17291,1.660399651,1.514178853,1,1,6
17292,1.661066371,1.197725081,1,13,6
17293,1.574930239,1.608058606,1,2,6
17294,1.469490699,1.417988907,1,4,3
17295,1.12868143,2.053471165,1,4,1
17296,1.058682882,2.241397904,1,6,1
17297,2.127858172,1.070541137,1,2,6
17298,1.314702114,1.527914565,1,5,6
17299,1.164351901,1.634470954,1,5,2
17300,1.584056972,1.482582845,1,2,6
17301,1.744667176,1.053808938,3,5,1
17302,1.71510318,1.425751128,3,2,6
17303,1.042441914,1.956109555,1,5,6
17304,1.502423841,1.591777281,1,1,1
17305,1.795407732,1.206110755,1,2,6
17306,1.256594171,2.130514131,1,4,6
17307,1.751682017,1.277505825,3,2,6
17308,2.020835505,1.110002468,1,5,6
17309,2.208811838,1.357214236,1,5,1
17310,2.162661308,1.108199581,1,5,6
17311,1.974523602,1.008405803,2,2,6
17312,1.524532733,1.674476505,3,5,6
17313,1.743776773,1.16483768,1,1,6
17314,1.197897856,1.672001259,1,5,1
17315,1.868623649,1.234613339,3,2,6
17316,1.626039671,1.310711897,1,2,6
17317,1.093397259,1.810316299,1,5,6
17318,2.104630407,0.898158378,1,5,6
17319,2.145007729,1.035230301,3,4,3
17320,2.178909057,0.836066613,2,2,2
17321,1.003177783,2.098405979,1,5,6
17322,1.586079943,1.336873527,1,5,6
17323,2.118510018,1.349089864,1,2,6
17324,2.320915026,1.05418408,2,3,1
17325,1.571339599,1.285392708,1,6,5
17326,1.396340696,1.609297087,1,6,1
17327,1.632806366,1.918763385,1,2,6
17328,1.666448957,1.4467878,1,2,6
17329,2.186300891,0.933618837,2,5,6
17330,1.717243862,1.421764438,1,2,6
17331,2.247636999,0.926071138,3,2,2
17332,1.955019923,1.159949681,3,4,6
17333,1.467502908,1.546152649,1,2,6
17334,2.057627367,1.056446353,3,2,6
17335,1.363714096,1.486231006,3,2,6
17336,1.428150348,1.352289592,3,2,6
17337,1.199772009,1.829761357,1,6,1
17338,1.676071781,1.199728177,1,4,1
17339,1.532119036,1.628745767,4,7,6
17340,1.660846739,1.431916867,2,2,1
17341,1.843077717,1.070181292,1,5,6
17342,1.085878137,1.861411043,3,2,1
17343,3.01847079,0.696330711,1,2,6
17344,1.483808775,1.450072495,1,2,1
17345,1.928044088,1.335203076,1,2,6
17346,1.264641319,1.63109177,3,2,6
17347,1.442926482,1.681411404,1,2,1
17348,1.868606074,1.585464646,1,2,6
17349,1.622454728,1.662294671,1,11,6
17350,2.314521382,0.918360012,3,9,2
17351,2.18685905,1.066702492,3,2,1
17352,2.152366738,1.261263637,2,5,6
17353,1.903605461,1.085719191,1,6,5
17354,1.400616846,1.93554321,1,6,5
17355,2.351522043,1.242079849,1,2,6
17356,1.305686146,1.614624588,1,6,4
17357,1.905774972,1.152573001,3,4,1
17358,3.011964165,0.687061215,1,6,1
17359,1.652379458,1.500634335,3,6,5
17360,2.361038214,0.659871244,1,2,6
17361,1.838987338,1.358286057,1,2,6
17362,2.911832176,0.663207532,1,5,1
17363,1.32873222,1.572712497,1,5,6
17364,2.001732072,1.010954196,3,2,6
17365,2.660200306,0.645085754,3,1,6
17366,2.560700485,0.822795426,1,5,6
17367,2.021118631,1.04503229,2,5,1
17368,1.686000096,1.701400606,1,2,6
17369,1.454335371,1.707172523,3,5,6
17370,1.320643502,1.565153941,1,2,6
17371,1.656751727,1.234995945,1,2,6
17372,2.373197997,0.860203333,3,2,6
17373,1.943784331,1.114964273,1,4,3
17374,2.27357663,0.988849672,3,2,1
17375,2.019128005,1.357388869,3,2,6
17376,1.583870227,1.32407529,1,3,1
17377,1.09785052,1.866353765,1,2,6
17378,1.961840531,1.111562317,3,2,6
17379,1.811403626,1.204564884,1,5,1
17380,1.533878132,1.603074273,1,4,6
17381,1.418741057,1.57582305,1,2,1
17382,1.88051532,1.094920987,3,2,6
17383,0.847233843,2.092020288,1,2,6
17384,1.222886961,1.666418816,3,2,1
17385,2.344039097,0.78483453,2,5,6
17386,1.725689757,1.403783131,1,2,1
17387,1.869675617,0.966895139,3,5,1
17388,1.558297113,1.447436684,1,4,6
17389,1.438768442,1.741975009,1,2,1
17390,1.349140978,1.316984592,1,2,6
17391,1.559495421,1.342628518,1,2,6
17392,1.315150201,1.534085427,1,5,1
17393,1.25102709,1.665522411,3,5,6
17394,2.242377408,1.037119286,2,5,6
17395,1.151458479,1.57920544,3,5,6
17396,1.451967799,1.850566201,4,4,8
17397,1.6506672,1.129707216,1,4,6
17398,2.050479586,1.04384926,3,2,1
17399,1.772985285,0.91859412,1,2,6
17400,1.23664424,1.785165841,3,2,6
17401,1.359836743,1.450198102,1,2,6
17402,1.819717701,0.983910092,2,14,6
17403,1.327061556,1.623179262,1,5,6
17404,1.403987656,1.660686791,1,2,6
17405,1.882319084,1.100679114,3,2,6
17406,2.475865017,0.866020919,1,2,6
17407,1.506647211,1.768213241,1,5,6
17408,1.869606829,1.310383067,3,4,6
17409,0.893950002,2.231021074,1,2,5
17410,2.138430745,1.045764787,3,2,6
17411,1.671322106,1.397174457,3,2,6
17412,1.967906402,1.326975677,1,6,6
17413,2.309390103,1.103949828,1,2,6
17414,1.937970221,1.444897038,3,4,3
17415,1.120348225,1.948438374,1,12,4
17416,1.529287631,1.544357369,3,18,1
17417,1.712092368,1.598434864,3,1,1
17418,1.82252745,0.994249209,2,2,1
17419,1.994662384,1.026809272,1,5,1
17420,1.655011882,1.092560902,1,5,1
17421,1.418170532,1.660299861,1,5,2
17422,1.399271092,1.368292209,1,5,6
17423,1.760373729,1.113930072,1,2,6
17424,1.620284885,1.501778412,1,2,6
17425,1.993438529,1.213142074,1,2,6
17426,0.907274764,2.163159947,1,2,1
17427,1.841605382,1.055526409,3,2,6
17428,1.357576902,1.455902378,1,1,1
17429,2.820449188,0.649522287,3,2,1
17430,1.318568523,1.754315609,3,2,6
17431,1.365910772,1.392625479,3,2,6
17432,1.753750465,1.518524517,1,2,3
17433,1.186139334,1.732705314,1,5,6
17434,1.147015687,1.793563868,1,1,6
17435,1.426607409,1.375678598,3,4,6
17436,1.069265117,2.146372871,1,5,6
17437,1.621581357,1.278223235,1,2,7
17438,2.08800571,1.162357412,2,2,1
17439,2.104563021,0.901566779,3,2,6
17440,1.492127373,1.342295304,1,2,6
17441,1.780169752,1.19632462,1,4,6
17442,1.922441826,0.944019114,2,2,1
17443,1.156306661,1.674741325,1,2,6
17444,2.34752591,0.809300249,3,2,6
17445,1.324027192,1.950413934,1,5,6
17446,2.349115139,0.845310911,2,2,1
17447,2.449714267,0.882952888,2,5,6
17448,1.595635636,1.250599504,1,5,3
17449,1.753243577,1.21051921,1,2,1
17450,2.246390359,1.076573708,3,4,6
17451,2.248867426,0.886048783,3,5,6
17452,2.338375361,0.813868372,3,2,6
17453,1.363783673,1.410363315,1,5,6
17454,1.535804079,1.652310816,1,5,6
17455,1.96136014,1.394465319,3,5,6
17456,1.645139502,1.204854825,3,2,7
17457,2.036208765,0.983437547,1,5,1
17458,2.385059694,1.014056102,2,5,1
17459,1.225318038,1.734816139,2,4,7
17460,1.909147055,1.188679339,2,2,6
17461,1.856014713,1.110102917,1,5,6
17462,1.194846354,1.717779405,1,2,1
17463,1.734822633,1.149683079,1,4,6
17464,1.64421736,1.407614562,3,3,6
17465,1.409722284,1.397627049,1,4,6
17466,1.551470317,1.427796708,1,2,6
17467,1.989398277,0.963945201,1,3,6
17468,2.224684248,0.984631282,3,4,3
17469,1.170704626,2.019567274,3,2,6
17470,2.507305448,0.824065256,1,2,6
17471,2.108078917,0.960595711,4,4,6
17472,1.423880576,2.122804182,3,2,6
17473,1.494690023,1.374343704,1,2,6
17474,1.923811724,1.195623831,3,2,1
17475,2.373389798,0.944468037,1,2,6
17476,2.662259129,1.047648046,1,2,1
17477,1.286965815,1.390423792,3,2,6
17478,2.101695015,1.22576659,1,2,1
17479,2.658776388,0.772094823,4,5,8
17480,1.298675587,1.773437025,1,2,1
17481,1.497708718,1.397572056,1,2,6
17482,1.253093809,1.733430545,1,2,1
17483,2.608189424,0.774408296,2,2,1
17484,1.968909039,0.99647611,3,14,6
17485,1.355696088,1.586281691,3,2,1
17486,1.158496194,1.807311628,1,5,3
17487,1.404047015,1.584842908,3,2,6
17488,1.569458889,1.182351374,1,5,6
17489,1.80707895,1.072335784,1,4,6
17490,3.057560428,0.735304614,3,2,6
17491,1.53642775,1.974011203,1,2,6
17492,2.922659281,1.048387671,1,2,6
17493,1.338413961,1.446223657,1,2,1
17494,1.27370511,1.560154957,1,5,6
17495,1.98400462,1.031985792,4,2,6
17496,1.889474709,1.265677985,1,5,5
17497,1.44653163,1.561947894,1,11,6
17498,1.536690132,1.284881327,2,5,5
17499,1.293760068,1.568429465,1,13,9
17500,1.473371661,1.576701028,1,2,6
17501,1.879777168,1.09682668,1,6,6
17502,2.566356076,0.894753577,1,2,1
17503,1.336896426,1.505058278,1,4,6
17504,1.279974027,1.562534841,3,2,1
17505,1.6392041,1.249956412,1,4,6
17506,2.296484999,0.88745578,3,2,1
17507,1.651545901,1.23646812,3,6,1
17508,1.284786177,1.653286316,1,9,5
17509,2.098321913,0.82649513,2,6,5
17510,1.91459732,1.406982912,1,7,1
17511,1.440391999,1.407882617,1,8,3
17512,1.599090591,1.440559903,1,5,6
17513,1.671325956,1.424775341,1,6,2
17514,1.950199022,0.998345195,1,2,6
17515,1.209041319,1.72319684,1,5,1
17516,2.156659557,1.043617661,3,5,6
17517,1.8687973,1.430040358,1,2,6
17518,1.446278709,1.598291859,1,5,6
17519,2.40150782,0.970098133,3,2,1
17520,1.687357369,1.361395801,1,4,6
17521,1.807993298,1.380200514,3,4,1
17522,2.005058375,1.152743646,1,5,1
17523,1.377897394,1.667439475,1,5,1
17524,2.4783109,0.899531176,3,2,6
17525,2.127940237,1.174245149,1,2,6
17526,1.218386727,1.628484243,1,2,6
17527,1.657529527,1.33589923,3,2,7
17528,1.451298193,1.513975194,3,6,5
17529,1,1,1,11,5
17530,1.824869333,1.252994727,3,7,6
17531,1.889490649,0.955146506,1,5,6
17532,1.760677383,1.443844304,1,6,6
17533,1.971773848,1.001204695,1,6,6
17534,1.554169268,1.384754792,3,6,5
17535,1.3329267,1.973682611,3,2,1
17536,1.099615083,2.325270508,3,5,1
17537,1.662826505,1.437951419,3,4,6
17538,2.715105372,0.90544988,3,2,6
17539,2.094143826,1.207267063,1,2,6
17540,1.268508298,1.644697064,2,2,6
17541,2.309206715,1.138401181,1,2,6
17542,2.25757231,1.216291719,3,2,6
17543,1.92655225,1.049958041,1,5,6
17544,0.831527284,1.850231103,1,2,3
17545,1.773552933,1.341427491,1,2,6
17546,1.135599804,1.782168924,3,6,5
17547,2.093860964,1.002504435,3,1,2
17548,1.544365146,1.435829484,3,1,6
17549,2.554715626,1.24417365,1,2,1
17550,0.795704084,2.729017731,3,2,6
17551,1.007641911,1.833114135,1,5,1
17552,2.582150751,0.680321741,1,5,6
17553,1.712223235,1.265861791,1,2,6
17554,1.575439308,1.256966727,3,2,2
17555,1.630588253,1.372953945,1,2,1
17556,2.734975581,0.799770173,1,2,6
17557,0.88233169,1.967404257,1,2,6
17558,1.662603833,1.557919077,3,5,1
17559,1.974961827,1.381523562,1,5,6
17560,1.135935216,1.834941487,1,5,6
17561,1.956780721,1.479209674,3,5,6
17562,3.066533145,0.625427088,2,4,3
17563,1.310467985,1.860819855,3,5,6
17564,1.891153212,1.118752181,1,5,6
17565,1.033888134,2.015369973,3,2,6
17566,2.212369904,1.117332557,1,2,6
17567,2.595455057,0.817071146,3,5,6
17568,1.215903508,1.822338727,1,4,1
17569,1.784670668,1.359711059,1,5,6
17570,1.705364526,1.310171589,3,2,6
17571,2.587964043,0.797954185,3,2,6
17572,1.712950841,1.184127185,3,2,1
17573,1.572952816,1.163827333,1,2,6
17574,1.496504374,1.350123729,3,2,6
17575,1.574704297,1.209990436,3,3,2
17576,1.237474376,1.659894961,3,2,6
17577,1.724509153,1.28766639,1,5,6
17578,0.852136849,2.067613982,1,6,5
17579,1.524218058,1.378303964,1,8,6
17580,1.964311496,1.041422319,4,5,6
17581,2.506775687,0.743728394,3,2,1
17582,1.801869795,1.057869475,3,2,6
17583,1.387160487,1.376771839,1,2,1
17584,1.536629391,1.52896604,1,3,1
17585,1.483769945,1.564820653,1,2,6
17586,1.854237778,1.359467292,1,2,6
17587,1.613022966,1.565987937,3,2,6
17588,1.69478949,1.424275424,1,2,6
17589,2.127118764,0.974806674,3,2,6
17590,1.360596241,1.67323181,1,5,6
17591,1.99062955,0.987129404,1,1,6
17592,1.452512464,1.492007654,1,5,6
17593,1.140365679,1.793728722,1,5,6
17594,1.255356587,1.37632558,1,2,6
17595,2.550910532,1.120049107,3,5,7
17596,2.111716305,1.037243058,1,2,6
17597,2.237786002,0.970780781,1,5,6
17598,1.675844502,1.231695897,1,5,6
17599,1.275012433,1.538795395,1,2,6
17600,2.230193322,0.888865713,3,2,6
17601,1.586404288,1.680568034,2,2,1
17602,2.05021635,0.858247816,1,5,6
17603,1.016975772,1.877477428,3,5,1
17604,1.866044116,0.946508822,1,2,6
17605,1.051584977,1.983179407,1,2,7
17606,1.770350988,1.25857781,1,2,1
17607,1.909307201,1.354734258,1,2,6
17608,1.336137276,1.657960273,1,2,6
17609,1.341663006,1.577866764,1,2,6
17610,2.064840539,0.935619429,1,5,6
17611,1.636419852,1.630706556,1,2,6
17612,2.027471333,1.459858756,1,5,6
17613,1.049758832,1.812609626,1,6,1
17614,1.517622314,1.263790313,1,5,7
17615,1.224764351,1.626165126,1,9,5
17616,2.158240791,0.916133278,1,9,1
17617,1.929413705,1.095651596,3,2,5
17618,1.183964996,1.902900215,1,6,6
17619,1.924906995,1.158515343,1,2,6
17620,1.119405803,1.77670316,3,2,1
17621,0.990145083,1.872570751,1,2,6
17622,1.567114242,1.36603236,1,2,6
17623,2.321506108,1.092452769,1,2,6
17624,1.90160051,1.031638968,1,5,6
17625,2.258525993,0.969958686,3,2,6
17626,1.382266239,1.830403931,3,5,6
17627,1.84027674,1.083799909,1,2,6
17628,1.945178935,1.077988939,1,5,1
17629,2.396609974,1.091076986,1,2,6
17630,2.201592028,0.915172316,1,2,6
17631,1.089969792,2.13572686,3,2,6
17632,1.351748022,1.624844576,1,5,1
17633,3.220051912,0.752952935,1,2,1
17634,1.387079836,2.004283622,3,6,6
17635,1.136430057,1.762097194,1,4,1
17636,1.749831294,1.575965457,1,6,3
17637,1.591032138,1.465415619,1,2,1
17638,1.24551128,1.477342269,1,5,1
17639,1.255832992,1.770542089,1,2,2
17640,2.045030816,1.163283342,1,2,6
17641,1.807245545,1.278888717,3,5,6
17642,1.406920734,1.578095397,1,8,3
17643,2.224245783,0.942478828,2,4,6
17644,0.99179377,1.916678696,1,2,6
17645,1.838472674,1.118835029,2,2,1
17646,1.787944956,1.322979358,1,2,6
17647,2.035366353,1.021980255,1,2,6
17648,2.533213244,0.659148365,3,2,1
17649,1.316476598,1.370096081,1,5,1
17650,0.832117146,2.197158939,3,2,7
17651,0.994150717,2.036847693,1,2,6
17652,2.610344753,0.796843592,1,2,6
17653,2.064100032,1.182506397,3,2,6
17654,1.071128226,1.877335116,1,4,6
17655,1.477951305,1.358775039,1,5,1
17656,1.915293078,1.089087377,3,5,1
17657,2.63556624,0.82535274,3,2,6
17658,1.330703329,1.777962438,1,2,1
17659,1.938305813,1.102566923,1,2,1
17660,1.958408014,1.145338504,1,5,6
17661,1.599146538,1.362928497,3,2,6
17662,1.812472643,1.247249037,3,2,6
17663,1.770694753,1.187300934,3,2,6
17664,1.732229187,1.092367065,1,2,6
17665,2.683225008,0.833832257,1,5,6
17666,1.368778637,1.520278121,1,2,6
17667,1.257616283,1.705234839,1,2,6
17668,3.159796168,0.732281907,1,2,6
